	gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
1	0.973380301571787	2.423213295555016	1.428899385120797	1.208159297519805	1.1657381442114096	0.9734169268834704	0.9272240762485714	1.1145243555700783	1.5481979461458688	0.58739529462615	1.2300923113583635	0.8397863320459024	1.323776613238374	1.557892502203593	0.811236009552192	1.2756609278132878	1.749319462131158	1.359582530816836	1.719017918705988	0.4864168601201785	1.400264659746172	1.02749636406369	1.2101687511810522	1.53959134167215	0.7749456402830934	1.3504513034928962	1.134825578408876	1.1245359497135583	2.002125005867182	1.807476100344222	1.7769947218734532	1.498345037981161	1.757495127346126	1.317563815321243	1.2678202111686807	1.1468820674767288	1.7147508315083058	1.508736623933882	1.4436335025963258	1.2581880437111628	0.9207001425006874	0.9817808363647704	1.615477844315583	2.128951865547084	0.9396273652209168	1.475807958039559	1.2104600435952153	1.191431016645164	1.6623997080065478	1.228951454830576	1.0271856661084395	1.1735414153416277	1.714261016669918	1.815556858680074	1.56715118878414	1.364901467127598	1.743638387923054	1.4698216271013198	1.0129810826204693	1.226785119766585	1.1575207596466557	1.0118229462046966	1.645285943315562	1.778933700228594	1.263552872963417	1.391996283883407	1.0110299954930253	1.86931820025146	0.8603622922266696	0.8492974877021828	1.739160471975748	1.4498371417439564	0.8816823485269024	1.4525475363545388	1.3791036613110987	1.2592482610488362	1.4456226083482977	1.3411376503654346	0.9631681909171574	0.4587885899495749	1.3418667295408269	1.308806009732923	0.6881666002476405	0.9957136445036456	1.0897793363778596	1.5862102699281	1.711793603479824	1.5555667070305197	1.0802618212454822	1.390893349582588	1.2617532463715804	1.1821202903838877	0.9193380557473034	1.3424673029329262	1.3774410855718104	1.0278132479881692	1.712408820960912	1.453044221535674	0.9922205824824804	1.880069581275574
8	1.0972036173690125	2.3627463736917957	1.191923287729375	0.9688390239401996	1.4692239864191334	0.9567964703490446	1.732503399276215	1.41413298632474	1.583100781112555	0.7351729186276359	1.007166624159226	1.8403242193051497	1.2015184415335094	1.487964649857845	0.774662027063677	1.452343647286134	1.28555901090001	1.394184826924205	1.6575184218095749	1.2135805012372065	0.9076311211517036	1.30923968610311	1.2462681832965852	1.96401976468566	0.6740351122476596	0.8789452406328225	1.6437063037113049	0.0860870283250674	2.463727998570725	2.043909111311605	1.567202038025725	0.9929560075379572	1.58613621771997	0.70108429058624	1.37689679954652	1.6426315994782	1.4970806583436649	1.384438780410035	1.38972024330908	1.596183664782365	1.2757605656570852	1.10322844537856	1.67302706706477	1.81845323474416	0.688288545914493	0.4880958199286778	1.17322487497836	1.18331693616172	1.857685481144375	0.453780945716581	0.706404423489948	2.17025761165606	1.604791085184475	0.7898803892262135	1.508013022371275	1.1920545060615	1.18301030728623	1.230630621266849	1.0363233248788164	0.6773015872347657	1.73772682875025	1.0616271046592765	1.9996877365093049	2.22829069200922	1.6068645359072402	0.751398600718949	1.183771799251151	1.402850246390823	1.866110178300935	1.252998899756582	1.36311598345467	1.50696149723718	1.307114585317728	0.7007045686725785	0.2292527893132593	1.392144526146774	1.33561605118272	1.1288112026680177	1.7232815581655352	1.135795044622724	1.395780950311075	1.6825325514914349	1.290202331881255	0.7337879647505705	0.996794583485694	1.655178338554835	1.7236372242649152	1.4543341747291534	1.67085663548119	1.9789713829183	1.747073652857365	0.523567022902376	1.317076951873615	0.9591076759138756	1.50671443327666	0.630233828369025	1.9507692311129696	2.068661890376905	1.3519949379164895	2.29023910363413
9	0.85171842288777	1.426813793348055	1.66123691567532	1.3429905112828049	1.882352872700975	0.636671010441983	1.749407246930565	1.2886124448292682	1.04411960663287	0.5074606203054715	1.1979158213908476	0.7919325031333364	1.1157393843650505	0.657994627788913	0.2352722648458607	1.414455414474621	0.5276150818786115	1.4890983191821126	1.39161586349604	0.687579759957906	0.754143229221289	1.1912967560982302	1.134648557204414	2.506132906624555	1.21551773889505	2.21281915837599	0.5626175926947675	1.20850534229843	1.98361114196324	1.520265587102285	1.235459621470365	0.9561840183585856	1.0863113271585625	1.155922232985008	1.59372929182684	1.47321320903742	1.59660584819033	0.5137824643405176	1.368827261562155	1.3198190292798744	0.9135620616687504	0.7672203936838098	1.2151720134182675	2.1946712909110757	0.5542876418255525	1.032151825702571	0.960185894640858	0.665203049808014	2.398603038188835	1.3612424051473075	0.8663342271715326	0.9714185190886472	1.124410662327495	1.5940690648390898	1.860583667494404	1.1345479040105504	1.726403155536125	1.45141179804743	1.074196400887447	1.169537788117664	1.587901781585785	0.9385191111948156	1.999426487702255	1.24654646496322	1.086565437352814	1.095860185091417	0.891947677900778	2.134713150508675	0.9948334194585275	1.666409702485	1.02553929717779	1.89171738298327	1.7167195072851	1.52775838126875	0.8348143094801874	1.77487601705006	1.5256713284198749	0.759887732760978	0.5118039596909575	1.1902972073840798	1.62736922907557	1.5949607002471349	1.166602952081582	0.622038314273777	0.945573571171684	1.622196172848825	1.5724924592928549	1.575089788093575	1.046001995300764	1.4687077781021611	1.479474518936035	0.907288847306989	0.977874104713884	1.44288192876307	1.0115121405361869	0.55621138315247	1.565256227598645	1.825928603738445	1.2341560917786103	1.484927916538735
10	1.6448005893087	2.22657221797323	1.69730775700521	1.68456708432915	2.77142800036452	0.813024205139983	1.12472020431015	1.87132205553133	1.45160612502752	0.697226170730103	0.105431897903331	1.29274477094486	1.10084274219189	1.04139733354681	1.29185112478455	1.96793418801009	1.77894666708483	0.702426863541483	1.87498815572012	1.24226858511137	1.04957477504501	0.754373142036784	0.779092447445306	2.92836678748393	1.55675480940658	1.3793692796325	1.50830992032435	0.0763510191163752	1.76655683286866	1.95406087766614	0.970605493590774	2.13345933354566	1.37485586866695	0.85168532453387	1.33363282855092	1.50598939650127	1.33894836117663	1.34466170778934	1.92943629418781	1.44515604780011	1.52836066051341	0.606625498145386	1.83239629762664	1.4016572259191	0.373116348963899	0.804000731341593	1.29389129621382	0.655277009629668	0.940858190583829	0.924496383142267	1.66986615786967	1.90125691107225	1.30157356261657	1.36961307607231	0.353589642998014	1.27097781132303	0.600783342147797	2.76204793437821	1.16306772040904	2.04466043459266	1.1216081196759	1.43437460277006	1.11608242725945	2.13700783269317	2.20541830138719	0.512165870370539	2.21023131619186	1.69725210852312	1.51027978322038	1.63650197376827	1.33283944294304	0.918558138897813	0.0379186785089018	0.612075227834656	0.208428699464269	1.9313331407501	1.14817665124418	0.869530424888193	1.03591565920384	0.847984498882491	-0.566463882066229	1.28706044816872	0.64292672843918	0.716752852894831	1.51075304678535	1.53059596005624	1.93696768115997	0.678146398658918	0.70871979791929	1.61982993866234	1.6372842406976	1.08556333796713	0.218956911061886	1.25674948344187	0.974054893192488	0.306128727446609	1.076298629141	1.15092906270845	0.357999445347577	1.46906639111683
13	1.009242726096112	1.881163347109735	1.4376940445831	0.9201068037491764	1.88132420926339	0.9294324239228376	1.29316147956794	1.87594965247362	1.440618336314888	1.46121685720981	1.0489517549220604	1.599318546164175	1.667374743088645	1.569526542775715	0.5580698099176284	1.394636258189894	2.011816105352555	1.77249573297512	2.40244330838257	1.59464566711234	1.38229184356476	0.6595273341755885	1.46391848471595	1.72341554068642	1.70278056657292	0.9001637271067731	1.048816479107645	1.2834072727011605	1.7852231426541798	1.478710428058594	1.2855668169047552	0.943315580610018	2.09170594465449	1.80283247187137	1.4689966952954951	2.006085821633865	1.83366731318826	0.752681049197162	1.5470459586703	1.194022230635968	1.04296068407479	0.7593019588445395	1.428775957786412	2.07750163873912	1.673118124188755	1.313616940228925	1.0758525116487	0.6502326333826685	1.482622565663095	1.6583569675240248	1.15425732771719	1.368608396643225	1.124913566112519	1.267426389313565	1.018868291249503	0.8984055080482305	1.1261064095722215	1.91688262602358	1.3279388945275874	1.29469724548428	1.25467586746794	1.114354951852239	1.7093661459363	1.6993376277800052	0.743345674024045	0.8062504022042141	1.687125325362445	1.798198269998265	1.035119640728895	1.164038097899395	1.1246611061712444	1.76900788761044	0.7308585656471065	1.69112440532708	1.064821680225492	2.20769939084769	1.2786334139951454	1.1140960584737756	1.848338417801025	1.34177514551183	1.473764195551945	1.0041154478757237	0.9247253922013636	0.7979635347055745	0.749775568174366	1.886414721296235	1.61680313766891	1.675300706274905	0.951629756007071	1.29222172454417	0.9584618044431796	0.7313874715797061	0.9511875533314984	1.68773094650833	0.8416354805525406	1.3476259952659	1.86565092954664	1.722203740082065	0.9465441079447964	1.82271181959769
16	0.7498971887704567	2.1937157187902434	0.9530761667439231	1.149442538795441	1.7761451113056663	0.5540722913469426	1.2808603652570565	1.650400981521713	1.345518768263	1.086110674635138	0.8883415457002645	1.1028249613075525	1.63381937674109	1.2845287628224884	1.1570006198059837	1.1499986140003515	1.4760233065383093	1.184848982083056	1.4967424733942467	0.8161545379567988	1.85507267616563	0.9446436700780924	1.0039012774422786	1.2292035274119033	1.302518170924431	0.7311665974960864	0.6715536878777927	0.7598802633510354	1.6238972929057398	1.5493896749486469	1.012375226125383	1.40198867667489	1.352054232260107	1.0805801423747363	1.0976866804911654	1.0725493034586868	1.6918656886306769	0.935448824513129	2.194681714191953	1.4244449939886534	0.899697807503192	0.8607692780246926	1.6862234589117	2.1482479815750364	0.7801094158293681	1.237160048992512	1.57815125103321	1.111282945231125	1.5894355553936066	1.3377334455591467	1.148732651908053	1.5160801433976976	1.2510997793767764	1.5866989191646133	1.197710783555958	0.8424992170250453	1.1860499962408295	1.8900839177114868	1.2811630931018907	0.7897934897252923	1.8130534005042769	1.0105283007118049	2.1416566188910533	1.5993806643640334	1.5167255550597698	0.8368782181928797	1.2038573869160474	1.944609606245313	0.9485808380046972	1.7527811179621766	0.917551041011111	1.700779262270412	1.0173469281599534	1.1200595770691202	1.223780541732838	1.1405038419463125	1.85026237763933	1.2029164005938882	1.1930512285399573	1.2728964864164192	0.8404730772093076	1.605559936686071	0.735426760035692	1.36614774324987	1.26598172494387	1.7594634518432632	1.8169895726087464	0.8807210979915964	0.7863700325102673	1.44875783085409	0.5328341894604037	1.4086591881852233	0.9967549377195324	1.0717477853915784	1.4653287514468267	0.9039630336378516	1.3228551642251378	1.73109757566118	1.45211316926056	1.9703863135846904
17	1.42802955717882	1.2260892867656	0.436155814171265	0.521400491454294	1.14661804676592	1.01616539579273	0.859886502492675	1.59472039997422	1.17353699361107	0.703084314944603	1.17480135665507	1.24130048540627	1.71691609818213	1.05592850368362	0.590287770659303	0.973892262894707	2.36863059445945	0.736739505738978	2.36164121544067	1.13903281492328	0.741065779585785	1.41573054569067	-0.304328399528478	0.283695799994692	1.59920153697822	1.25275283601049	0.936823444025385	0.635244150443921	2.34261651878559	1.45711362351085	0.805929479843263	1.96933854573755	1.20615037373721	0.66468044981297	0.888386502027947	1.06340026836145	1.46214125571241	1.60471144123244	1.87384082078779	1.25426680312974	0.216874013408204	1.59874800985278	1.57291094115424	2.34212272174103	1.81653526485798	2.10741812185098	0.393163789098165	0.572260825558136	1.00601431062763	1.76220292238947	0.910553692628247	1.85203172657151	1.09231351970839	1.61225869735691	0.487040727361323	0.984849111014856	0.61945006628879	1.63949140642518	1.08397470133446	1.06636731378446	0.583869005370654	1.44144352413192	2.11254534726639	1.96470455031511	0.141083458098061	1.08965750078001	1.28556186213374	1.85437845525969	1.24177990783935	1.06871038364344	1.64908790157425	1.63369176195162	0.385582235125139	1.93653423218083	0.801396298358208	1.87813619453671	1.04376719061986	0.0852454254105042	1.73738336024554	0.967733453524953	0.241143910221027	0.677505241902498	0.81066482409808	0.530885334005827	0.915078444361318	1.97782858605696	2.00322746310052	1.81272521661486	0.414620085525238	0.823929505551101	1.33080572196147	-0.149446802228053	1.02487776125918	2.19328959834549	1.0241931081845	0.619887901039089	2.07202061269214	0.520193335970648	0.793275261757728	1.3223834174779
18	1.56444090765106	2.30705476579648	1.6383019132135148	0.851116005793467	2.159521838194895	0.7761087113727775	1.852420824852155	1.57642424048841	1.615708710818725	0.895892902159731	0.7679325059885546	1.0175286652017317	1.8965536051331704	1.4204315503427103	1.9038069491069505	1.52534374150652	1.78014312609462	1.19969594593673	2.265179796259305	0.6883836701508309	1.5366523763481486	1.18561429470893	0.7800604277769395	1.67775405179115	1.0068680670652617	0.9353272848963872	1.0393798202193203	1.0993046407526936	2.210021005202405	1.453422964573965	1.5400302790948048	1.409293619149615	1.272634631491695	1.22854354892787	1.0827460153727284	1.0361165411025757	2.34603892508042	0.9052346203895468	1.787347077081505	1.019563657785846	1.430467138926695	1.52646971196792	1.728376205675875	1.980893828167495	0.2840945851330437	1.172534314688194	0.959394201796671	0.9957561341797264	1.779289138664985	1.211925284464886	1.079173485621064	1.64974565918671	1.897911968100715	1.669337053822035	1.1601445018261876	1.6171615322021156	1.58668729359928	1.806787373399775	1.20283863980783	1.0050404072378964	1.62425945735481	1.825191270925135	2.018401364131965	1.16386348511831	1.475505144289621	1.67923942493924	0.645238613476363	1.60661395528342	1.821825230897515	0.9641814552498984	1.1129985952956112	2.134695735191645	1.3404973369844209	1.454872987712005	0.7131407889218453	1.56653352075956	1.9902515275515351	1.586096622675695	1.23750721573819	1.1022717280264431	1.51020147776337	1.5798611922156849	0.9574418351403452	1.075940185851512	1.0818617691819017	1.9173722452804751	1.970381432214	1.2010796773840768	0.881174363928221	2.1186767527516297	0.8940570977889555	1.000519130898728	0.963659823772698	1.253144038697721	1.55910578258593	0.8766642422946125	1.11019816272889	1.3217903027023037	1.418883233264495	1.57674646180876
19	1.4305151189060368	2.2571465245575904	0.7669591329777989	0.8119997530676154	1.7807828317166068	1.4311998053134676	0.7723289396713323	1.463885911221218	1.2538213998476957	1.0593728323126177	1.4160164185920934	1.0208780131668629	1.0814842123405162	0.8938248084152717	1.3617831768409443	1.3569730926314918	1.7974715186929269	1.3114522647370337	2.3996441504211665	1.2649286130920667	1.4979494910080458	0.975212877231289	1.161919099831226	2.0832278059013034	1.597978715247421	1.560111201379603	1.1691177746525023	1.2068762064413834	1.9911521553728837	1.4592452357607602	1.5295218265833868	1.3285601133557734	1.7153390119184837	1.6752780149631066	0.8517303420703918	1.158111078986554	1.8940527465962296	1.6235437023414534	1.719621888022257	1.1395463921303308	0.923219574539606	0.9219819516059464	1.4528589668037022	2.049639911831433	0.7691078231149141	0.8345728984023001	1.1408430707919226	1.1212268595547477	1.87490542102582	1.3789044047848609	1.2358157655822872	1.2763086935085537	1.6922246026219332	1.0938581939129308	1.3099388222544333	1.0053661636240068	1.5683481432309163	2.0828485561688934	1.2162680845142966	0.8711530709609869	1.47495604477165	2.0643314700841437	1.707413429822716	1.9437566715737704	1.2122968145223083	1.6015958226098332	1.015992212604058	1.69720616517271	1.7113425639127369	0.846602941541431	1.3184862979606666	2.0720408889434103	1.621189123024564	0.976949484212156	1.30239703296874	1.0619637583119717	1.7549237547990335	0.8201111014652174	0.7473703943490874	1.1158552797793864	1.5640595412988267	1.4224813895755437	0.8512457296684329	0.7896913920767094	1.137195049510636	1.5150246954344766	2.305048324986927	1.3429866205793448	1.0579896784337337	1.7029673916454997	1.0682491233470153	1.397761926753314	1.13376851148303	1.3207719546866044	1.5146575642457794	1.205753195512692	1.2524997385371683	1.2333384178522355	1.73914015346042	1.380186686267287
21	1.017988960253246	2.0887237541166264	1.5614357815097757	1.6241976108697067	1.8146184558096528	0.711309135169684	0.960175318156424	1.543076105409077	1.4069682303252795	1.6132958438749867	0.9879214448500786	1.3676154245153689	1.1329904909914086	1.138286548941965	0.521806909826553	0.9588401673152372	2.08718743726316	1.2287918734282457	1.9549431009188127	1.5785035728766734	1.3522055571387313	0.635736742682731	1.1022376120856443	1.2996381889168684	1.1445240861973294	1.0481000322078575	1.0555109955750572	0.608200879237517	2.035075954041403	1.6265780088128634	1.4678059786269768	1.4262737888174832	1.3782742361726203	0.8723723965863556	1.4060318386832094	1.3377128373302032	1.8092550246574992	1.5155481883017032	1.1862024109596596	1.2420592785727724	0.8161748644748651	0.940038460495891	1.549715074336963	2.021039534911207	0.6964156407974079	0.9654127816944968	1.65156356126301	0.8787203125889281	1.8663900139437437	1.1572397737038849	0.8497863401710734	1.42075972309343	1.5812067403399448	1.3669887727677732	1.5300322896279424	1.1216142054515017	1.5728715316805768	1.6281774704633831	1.1037867102792625	0.6828311215749067	1.36197969359369	1.61764161735886	1.56197532665649	1.7016082510516934	1.6051166512051835	1.5335718063603831	1.47209672580745	1.3901016797554238	1.3955438317547495	1.5216035479390235	1.3553572006223102	1.9978949593822768	0.7892167071795614	1.1597088477357984	0.6493292277019173	1.027620956648531	1.34451567684105	1.0340810890851864	1.6404852214779868	1.2559574178260269	1.1488659227477966	1.0926062640443757	1.43031686366441	1.2371319941114656	0.673390050508174	1.415626264932528	1.6842138504847302	1.4455289473352366	0.951635990337364	1.3740555487151866	1.718454036153647	1.092061763318223	1.014107653099218	1.9233197473922672	1.2463023569165432	1.4329611832581537	1.4220108263390066	1.1544645021305795	1.6382005553462136	1.8560659470976568
