	gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
0	1.058939863037624	2.1427384230722604	1.357627857710891	0.9423715979818312	1.5239208088409797	1.0958351509317303	0.9167969115740322	1.4585058012298986	1.6573808278406577	0.59435025935128	1.2041273905922147	1.0421561249041145	1.406708109132698	1.376783811247561	0.8925823179543579	1.1694651855625418	1.6933732693588563	1.1036448013845177	2.221093939656786	0.8388111877454179	1.4055615360406215	0.9918525176332372	1.286846137530756	1.4350442887379589	0.6690189743688995	1.1451085753059984	1.231455074653268	1.1658577588432126	2.009390139875414	1.6140035419068404	1.7643964957966691	1.287534100976009	1.5228797658022375	1.4194127993499452	1.3131242328390518	1.4544500207512665	1.6463926843544356	1.341716884006383	1.524983147484794	1.2446166298721586	1.3522333010349237	1.1761261435329795	1.353305241835077	2.209835787455344	0.7206358040218924	1.518560054344808	1.355370855097095	1.1025964141105178	1.3333386729787091	1.447020478004938	0.9480563811288648	1.5429605990373347	1.2973720550265688	1.336349066838657	1.2611168815995746	1.0733285636603818	1.5457602703053828	1.586879254991704	0.9905170904284514	0.789437880081234	1.3429629003367227	1.0750688057211484	1.663169994959842	1.8269352184050895	1.1752797736535234	1.296406490310862	1.3190451603984097	1.76463256821018	1.0417655432470672	1.0330637176547717	1.702414421555604	1.4310684644966507	0.8976481479323851	1.6349056745933048	1.302883117840236	1.2645501683844844	1.2780590821866866	1.2843257410866669	0.9202070949815078	0.990237963492639	1.4368321151097685	1.4318604927399998	0.918130611782054	1.0413896358350914	0.9950818819603636	1.904443953440012	1.85665644098041	1.659217318383778	1.1027035921952113	1.1929982805101538	1.2935393840244338	1.251038797042171	1.1952141342814626	1.2739162750580977	1.1861768828371273	0.9118111972371284	1.725183978447064	1.3711228462683362	1.2068869974962346	1.873789329322242
2	0.7556257599976595	2.1642918887115927	1.0673793239007068	1.456489891251994	1.4663526883530775	0.8266716436915831	0.8882094840951582	1.5457518098275251	1.9081976832358571	0.5418424893640605	0.6646747196267575	0.7576169687681602	1.3759226048214526	1.8093869359512025	1.3507054277966553	1.6603379368133029	1.8617670571755949	1.1635796455685623	2.283220792380105	1.1799943126959471	1.54181770916984	0.8970938558400716	1.3294135024304743	1.5501979020534875	1.3083280272194364	1.0309041714452083	1.0580565628404257	1.462308000390783	2.20514603857328	1.645868576985005	1.4437534443607083	1.5230342669987509	1.7303834263553723	0.924296556490948	0.8650273567938664	1.4600469246861132	1.93660564794576	1.303583533847259	1.3835566050802577	1.44059626185703	1.455948633789184	0.8740207448163125	1.422717975831783	2.29945628519976	0.4040665287299039	1.0896236577001146	1.445948579081835	0.7641649766063443	1.5159636156806011	0.9568921272751476	1.1751305560517564	1.1525320206272949	1.54070334449068	1.182496681258423	1.5865758981114726	1.2686708419033723	1.4070040126524248	1.6303591221675124	1.282233298427746	1.2721128234535262	1.578064942962205	1.4269368576045176	1.9289271808055024	1.4680214409455976	1.38302290348369	0.8022239391993673	1.305377019334827	1.8115360290339104	1.032621852303301	1.0883467609036166	1.6000887761871576	1.4252730469003874	1.2265025414444342	1.124231746994929	1.08290909864328	1.2123887660772856	1.758588976359465	1.4579544549170425	1.2032111776112724	0.755417993344211	1.0665800966688792	1.4486512865250405	0.8917470899262463	1.186943316378699	1.2453487770478882	1.4252025877584074	1.68290094504165	1.95323251464109	0.7227620145780378	1.4635277600521237	1.2150257721280753	1.0108855290132477	1.172764367612941	1.2549821031779385	1.2641569788392897	1.085058671770004	1.3031422760027376	1.4076131740763898	1.0876781302679557	1.621918274811018
4	1.0114802200408568	2.065869207682554	1.2722532647406444	1.2241819813301578	2.1559060803120342	1.171498734979707	0.8862147744136502	0.9320813113955352	1.445630421282122	0.6767423456859232	1.1545741611524556	1.2620679692750756	1.327387069629577	1.2625300082793234	1.2922102403680928	1.232614108638028	1.510353970130946	0.862240922514521	1.885776261635414	1.0051158598709038	1.865974395946124	1.1368017288092265	1.2034953318062915	2.260170721703016	1.480626979032974	1.4548390917834308	1.2067552241262098	0.8299237684146099	1.7929671173507038	1.4471409505646098	1.182613924033244	1.4741997309471622	2.053562237223516	1.3245202748939822	1.336020644169395	1.1835188618918746	1.478310637716486	1.631337092258086	1.374166156286472	1.563262529274208	1.3038675909742452	1.4366033387160226	1.792959683195806	2.292964920186988	1.094579358406778	1.0772077428550029	1.5527490341527703	1.190125209722023	1.5389248607510786	1.3081374152645506	1.4017139441084665	1.1640160010166798	1.4236658746974782	1.0663774590720858	1.586956713806674	1.431201153904092	1.8392719291287445	2.080376829871244	0.8493694985542127	1.2139256299208232	1.060996757746826	0.9200530098449792	1.2540204320804762	1.77922072545736	1.1660462613370162	0.7979951697793648	1.3509154184765584	1.688933165669019	0.8172203591775821	1.2729760113140127	1.1253300499738166	1.779037299488042	1.2071241432872888	1.3367373269624117	0.9260484281810047	1.712670956021198	1.4109648393206595	1.16765542876769	1.5303380557672772	1.34594758038348	1.1798664943799086	1.3292304428615682	1.0048654729298565	1.177792485440167	1.16784813469123	1.9634541166392343	1.7548718555433642	1.673436992412758	1.612028433328078	1.1324156436146786	0.9480658310514264	1.206661479809526	1.3744080647320305	1.35261268583541	0.9220859840826474	0.97473410049837	1.6821957358002202	1.7551432271537517	1.672364069217514	1.779684869196402
5	1.231786546475504	2.088784730522275	1.0687642191863451	1.056117543062128	2.02903259982813	0.6060851215449082	0.998997000059482	1.3748691142609497	1.0813211038499382	0.5727411322779117	1.1426206822780092	0.9782396800562136	1.324714491272296	1.2315459240784368	0.6479601133603682	1.6890419941061725	1.5770022509487247	1.0676846329309255	1.663116481164045	1.1447257832935969	1.5704987659957728	0.8602537804660998	1.0592887590183215	2.1267814559461278	1.1790837835438186	1.1375267899156865	1.5402840105990918	0.6431860155376627	1.84446510929732	1.2554989058483923	1.5949051599070725	1.46906660294282	2.274078520534215	1.2333154105866095	1.1364149040178924	1.4012404968125407	1.85999790967861	1.7556535764959265	1.410320821342265	1.7532202485363204	1.0753075609974316	0.992523928724715	1.4828472501309449	2.01611111118503	0.8683674843550527	0.9510607058409368	2.0685455672749327	1.003897987147942	1.7442709949655224	1.59814253009582	1.27407737893881	1.5182480630005728	1.2457329427604225	1.1471182094218888	1.6087022830782525	1.1439764637162169	1.7705133886538476	2.099443123769188	1.072109887906722	1.2556730374251863	0.8839961887166338	1.0713750390227774	1.6194118519529763	1.587299187179334	1.2809360836348094	0.511256950265917	0.9703737606249404	1.5600306534079016	0.8240686060654643	1.527313972552451	1.5800893813169397	1.7347800739639525	1.094895875977543	1.1858761608189337	0.6999985309811614	1.741817006636905	1.424139627973505	1.4581938302055124	1.4255086953542826	0.8305120817174483	1.1457167642378223	1.3307859455778326	1.1479244524142118	1.2211004667172212	1.126121887435822	2.027881203674992	1.9958314004060824	1.6293218934973726	1.5120662413407702	1.026872221650595	0.8140212517296812	1.1749207135628028	1.3704970435433572	1.4579266407168874	1.0553691917302357	0.9513786454464616	0.9352438425474796	1.725302341194145	1.49662372811859	1.9295035095775923
6	1.25555595888648	2.16761908666471	0.994010163004299	0.812986049587168	1.91870432650482	0.509853821372428	1.02490704197241	1.79613194822621	0.657866528283343	0.443181665539544	1.84878431941499	1.79751046479079	1.60091905059604	1.65763785144685	0.518382395775237	1.6013048600501	1.76881193518698	1.77223907228941	1.67086303473091	0.328913251998059	1.37887172782318	0.799912351872046	0.577846237166876	2.14860725258451	0.587999554257585	0.985104147306281	1.71841403952427	0.687432117748215	1.5032103862425	1.85043710180346	1.02101758357236	1.08712607049166	3.00368582194231	0.660410067974538	1.18268555591817	1.69263153777987	1.94615431796591	0.370028397838176	1.41417613371361	2.04833962510551	1.10273281491177	0.45684901989585	1.28306019611631	1.32471894117007	-1.91908485002168e-05	0.609643748731935	2.55769483967737	0.837035021128951	1.52094488843953	1.12020398834153	0.738424885110921	0.763404474002271	1.11069175511675	1.49892266851851	2.07649582233378	1.04644457559356	1.81323820011079	1.90858053624891	1.30610748099892	1.83388413099768	0.841641197922511	0.36158762998162	1.7859306663008	2.13800600612967	2.12259195512912	-0.323845423522764	0.816336800844928	2.2618866770423	0.790558469724916	1.79608963686244	1.99266723862212	1.90382189902653	0.586899166863555	0.918266744135077	0.51479045197604	1.11545370322933	1.27234525517549	1.03109679667709	0.53732709814473	1.02675470513251	0.763845745551453	1.01777600502021	0.925188950925928	1.49538792645358	0.692676471120208	2.02342257409385	2.31888681046736	1.65507830272951	0.929027509778851	1.79862968370708	0.487360143897488	1.57771946946896	1.65943911745271	1.62319122681895	1.58280140954547	1.10732859890759	0.350394917675821	1.61284901933908	0.976573969715099	1.59421161515597
10	1.6448005893087	2.22657221797323	1.69730775700521	1.68456708432915	2.77142800036452	0.813024205139983	1.12472020431015	1.87132205553133	1.45160612502752	0.697226170730103	0.105431897903331	1.29274477094486	1.10084274219189	1.04139733354681	1.29185112478455	1.96793418801009	1.77894666708483	0.702426863541483	1.87498815572012	1.24226858511137	1.04957477504501	0.754373142036784	0.779092447445306	2.92836678748393	1.55675480940658	1.3793692796325	1.50830992032435	0.0763510191163752	1.76655683286866	1.95406087766614	0.970605493590774	2.13345933354566	1.37485586866695	0.85168532453387	1.33363282855092	1.50598939650127	1.33894836117663	1.34466170778934	1.92943629418781	1.44515604780011	1.52836066051341	0.606625498145386	1.83239629762664	1.4016572259191	0.373116348963899	0.804000731341593	1.29389129621382	0.655277009629668	0.940858190583829	0.924496383142267	1.66986615786967	1.90125691107225	1.30157356261657	1.36961307607231	0.353589642998014	1.27097781132303	0.600783342147797	2.76204793437821	1.16306772040904	2.04466043459266	1.1216081196759	1.43437460277006	1.11608242725945	2.13700783269317	2.20541830138719	0.512165870370539	2.21023131619186	1.69725210852312	1.51027978322038	1.63650197376827	1.33283944294304	0.918558138897813	0.0379186785089018	0.612075227834656	0.208428699464269	1.9313331407501	1.14817665124418	0.869530424888193	1.03591565920384	0.847984498882491	-0.566463882066229	1.28706044816872	0.64292672843918	0.716752852894831	1.51075304678535	1.53059596005624	1.93696768115997	0.678146398658918	0.70871979791929	1.61982993866234	1.6372842406976	1.08556333796713	0.218956911061886	1.25674948344187	0.974054893192488	0.306128727446609	1.076298629141	1.15092906270845	0.357999445347577	1.46906639111683
12	1.71025039748401	1.755336729110995	1.4406103910325376	0.6389375634724606	1.35712904047688	0.890605919318072	1.18103939875771	1.65089964356654	1.3493287462858898	1.59660897981236	1.73663319029962	0.7479539250062015	1.23755821752599	1.714477987273405	1.5091608877307603	2.091037697873105	1.310727753516135	0.446193714684993	1.444165537301815	1.4083368050055154	2.165087550160345	1.1235965304596824	1.81771273692108	1.6840339980975552	1.784643495594235	1.94472755617089	1.058380762298352	0.5771112864507124	1.83486284950927	1.66430497259375	1.55317415415789	1.7933384026865848	1.6710576705029152	1.36096352697831	1.239875684574138	1.437246345452315	1.747512802241245	0.8021089734703901	1.5471184452416749	1.84007533706764	1.5798055557588	0.5588468045324435	1.944794778911855	1.552984023761605	0.971885657746173	1.514643348904735	1.916417136475075	1.680917218999265	1.642451633568475	1.752210531539575	1.1433434583676083	1.8785408677793	2.07441493299699	0.9334495345625328	1.561743077250165	0.7141965989692094	1.4129275904941905	1.636683696169205	2.0535347711754097	0.7124791028334065	2.137218682935515	0.7581593820855665	1.23701217339614	1.2655332636248815	1.0543878123478685	0.9447508484328137	0.730939664633793	1.0646082890117066	0.9122757485496196	0.9349994636803324	1.611455474553745	2.1802957271644603	1.70372331880346	1.259397859945665	1.2231059288064443	1.40131579744215	1.909006059384465	0.9816507812118124	1.38721968209401	1.341524921578885	0.7780487485470724	2.203381585083345	0.9507970793515764	1.056575729994521	1.139183352082196	2.16064452576697	2.55099239556829	2.0015813631639947	1.1302011599834605	1.006008412821901	1.0630866552446394	1.33242821563098	0.904061270241498	1.167462865998565	1.3248391317445911	1.0656911190336456	1.351976197356475	1.386669310903895	1.494558468755175	1.5329823446918551
13	1.009242726096112	1.881163347109735	1.4376940445831	0.9201068037491764	1.88132420926339	0.9294324239228376	1.29316147956794	1.87594965247362	1.440618336314888	1.46121685720981	1.0489517549220604	1.599318546164175	1.667374743088645	1.569526542775715	0.5580698099176284	1.394636258189894	2.011816105352555	1.77249573297512	2.40244330838257	1.59464566711234	1.38229184356476	0.6595273341755885	1.46391848471595	1.72341554068642	1.70278056657292	0.9001637271067731	1.048816479107645	1.2834072727011605	1.7852231426541798	1.478710428058594	1.2855668169047552	0.943315580610018	2.09170594465449	1.80283247187137	1.4689966952954951	2.006085821633865	1.83366731318826	0.752681049197162	1.5470459586703	1.194022230635968	1.04296068407479	0.7593019588445395	1.428775957786412	2.07750163873912	1.673118124188755	1.313616940228925	1.0758525116487	0.6502326333826685	1.482622565663095	1.6583569675240248	1.15425732771719	1.368608396643225	1.124913566112519	1.267426389313565	1.018868291249503	0.8984055080482305	1.1261064095722215	1.91688262602358	1.3279388945275874	1.29469724548428	1.25467586746794	1.114354951852239	1.7093661459363	1.6993376277800052	0.743345674024045	0.8062504022042141	1.687125325362445	1.798198269998265	1.035119640728895	1.164038097899395	1.1246611061712444	1.76900788761044	0.7308585656471065	1.69112440532708	1.064821680225492	2.20769939084769	1.2786334139951454	1.1140960584737756	1.848338417801025	1.34177514551183	1.473764195551945	1.0041154478757237	0.9247253922013636	0.7979635347055745	0.749775568174366	1.886414721296235	1.61680313766891	1.675300706274905	0.951629756007071	1.29222172454417	0.9584618044431796	0.7313874715797061	0.9511875533314984	1.68773094650833	0.8416354805525406	1.3476259952659	1.86565092954664	1.722203740082065	0.9465441079447964	1.82271181959769
16	0.7498971887704567	2.1937157187902434	0.9530761667439231	1.149442538795441	1.7761451113056663	0.5540722913469426	1.2808603652570565	1.650400981521713	1.345518768263	1.086110674635138	0.8883415457002645	1.1028249613075525	1.63381937674109	1.2845287628224884	1.1570006198059837	1.1499986140003515	1.4760233065383093	1.184848982083056	1.4967424733942467	0.8161545379567988	1.85507267616563	0.9446436700780924	1.0039012774422786	1.2292035274119033	1.302518170924431	0.7311665974960864	0.6715536878777927	0.7598802633510354	1.6238972929057398	1.5493896749486469	1.012375226125383	1.40198867667489	1.352054232260107	1.0805801423747363	1.0976866804911654	1.0725493034586868	1.6918656886306769	0.935448824513129	2.194681714191953	1.4244449939886534	0.899697807503192	0.8607692780246926	1.6862234589117	2.1482479815750364	0.7801094158293681	1.237160048992512	1.57815125103321	1.111282945231125	1.5894355553936066	1.3377334455591467	1.148732651908053	1.5160801433976976	1.2510997793767764	1.5866989191646133	1.197710783555958	0.8424992170250453	1.1860499962408295	1.8900839177114868	1.2811630931018907	0.7897934897252923	1.8130534005042769	1.0105283007118049	2.1416566188910533	1.5993806643640334	1.5167255550597698	0.8368782181928797	1.2038573869160474	1.944609606245313	0.9485808380046972	1.7527811179621766	0.917551041011111	1.700779262270412	1.0173469281599534	1.1200595770691202	1.223780541732838	1.1405038419463125	1.85026237763933	1.2029164005938882	1.1930512285399573	1.2728964864164192	0.8404730772093076	1.605559936686071	0.735426760035692	1.36614774324987	1.26598172494387	1.7594634518432632	1.8169895726087464	0.8807210979915964	0.7863700325102673	1.44875783085409	0.5328341894604037	1.4086591881852233	0.9967549377195324	1.0717477853915784	1.4653287514468267	0.9039630336378516	1.3228551642251378	1.73109757566118	1.45211316926056	1.9703863135846904
19	1.4305151189060368	2.2571465245575904	0.7669591329777989	0.8119997530676154	1.7807828317166068	1.4311998053134676	0.7723289396713323	1.463885911221218	1.2538213998476957	1.0593728323126177	1.4160164185920934	1.0208780131668629	1.0814842123405162	0.8938248084152717	1.3617831768409443	1.3569730926314918	1.7974715186929269	1.3114522647370337	2.3996441504211665	1.2649286130920667	1.4979494910080458	0.975212877231289	1.161919099831226	2.0832278059013034	1.597978715247421	1.560111201379603	1.1691177746525023	1.2068762064413834	1.9911521553728837	1.4592452357607602	1.5295218265833868	1.3285601133557734	1.7153390119184837	1.6752780149631066	0.8517303420703918	1.158111078986554	1.8940527465962296	1.6235437023414534	1.719621888022257	1.1395463921303308	0.923219574539606	0.9219819516059464	1.4528589668037022	2.049639911831433	0.7691078231149141	0.8345728984023001	1.1408430707919226	1.1212268595547477	1.87490542102582	1.3789044047848609	1.2358157655822872	1.2763086935085537	1.6922246026219332	1.0938581939129308	1.3099388222544333	1.0053661636240068	1.5683481432309163	2.0828485561688934	1.2162680845142966	0.8711530709609869	1.47495604477165	2.0643314700841437	1.707413429822716	1.9437566715737704	1.2122968145223083	1.6015958226098332	1.015992212604058	1.69720616517271	1.7113425639127369	0.846602941541431	1.3184862979606666	2.0720408889434103	1.621189123024564	0.976949484212156	1.30239703296874	1.0619637583119717	1.7549237547990335	0.8201111014652174	0.7473703943490874	1.1158552797793864	1.5640595412988267	1.4224813895755437	0.8512457296684329	0.7896913920767094	1.137195049510636	1.5150246954344766	2.305048324986927	1.3429866205793448	1.0579896784337337	1.7029673916454997	1.0682491233470153	1.397761926753314	1.13376851148303	1.3207719546866044	1.5146575642457794	1.205753195512692	1.2524997385371683	1.2333384178522355	1.73914015346042	1.380186686267287
